signal_month,holding_month,bucket,n_members,n_with_return,fwd_return,signal
2012-09,2012-10,5,16,16,0.022866923806644436,overshoot
2012-09,2012-10,6,16,16,0.013099082023439443,overshoot
2012-09,2012-10,7,17,17,0.002252439241720302,overshoot
2012-09,2012-10,8,16,16,-0.0013159041312703207,overshoot
2012-09,2012-10,9,16,16,-0.001348199043602144,overshoot
2012-09,2012-10,10,17,17,-0.0006087556409962789,overshoot
2012-10,2012-11,1,17,17,0.003598241836707878,overshoot
2012-10,2012-11,2,16,16,0.014181655493257998,overshoot
2012-10,2012-11,3,17,17,0.003998396694699891,overshoot
2012-10,2012-11,4,16,16,0.004113722016074836,overshoot
2012-10,2012-11,5,17,17,0.008020721342165915,overshoot
2012-10,2012-11,6,16,16,0.008173484054392548,overshoot
2012-10,2012-11,7,16,16,0.010846746883065368,overshoot
2012-10,2012-11,8,17,17,0.011222080040682644,overshoot
2012-10,2012-11,9,16,16,0.0036675125550818533,overshoot
2012-10,2012-11,10,17,17,-4.9664151101152746e-05,overshoot
2012-11,2012-12,1,17,17,0.04148403729916413,overshoot
2012-11,2012-12,2,16,16,0.03621954797999033,overshoot
2012-11,2012-12,3,16,16,0.03963084445394924,overshoot
